2	1	1	2	3	5	7	8	
1	1	1	2	3	8	8	7	
1	1	2	3	5	8	9	7	
1	2	3	4	7	12	11	8	
2	3	5	7	9	15	14	10	
3	4	7	9	11	14	16	13	
6	9	11	12	14	17	17	14	
10	13	13	13	15	14	14	14	
2	2	3	6	14	14	14	14	
2	2	3	9	14	14	14	14	
3	3	7	14	14	14	14	14	
6	9	14	14	14	14	14	14	
14	14	14	14	14	14	14	14	
14	14	14	14	14	14	14	14	
14	14	14	14	14	14	14	14	
14	14	14	14	14	14	14	14	
