3	2	2	3	4	7	9	10	
2	2	2	3	4	10	10	9	
2	2	3	4	7	10	12	10	
2	3	4	5	9	15	14	11	
3	4	6	10	12	19	18	13	
4	6	9	11	14	18	19	16	
8	11	13	15	18	21	21	17	
12	16	16	17	19	17	18	17	
3	3	4	8	17	17	17	17	
3	4	4	11	17	17	17	17	
4	4	10	17	17	17	17	17	
8	11	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	
