2	2	2	4	4	8	10	14
2	2	4	4	6	8	10	14
2	4	4	4	6	8	12	16
4	4	4	6	6	10	12	16
4	6	6	6	8	10	14	18
8	8	8	10	10	14	16	20
10	10	12	12	14	16	20	24
14	14	16	16	18	20	24	28
4	4	4	6	12	24	30	30
4	4	4	6	12	24	30	30
4	4	4	8	14	26	30	30
6	6	8	10	18	30	30	30
12	12	14	18	28	30	30	30
24	24	26	30	30	30	30	30
30	30	30	30	30	30	30	30
30	30	30	30	30	30	30	30
