14	 10	 9	 14	 22	 37	 47	 56
11	 11	 13	 17	 24	 54	 56	 51
13	 12	 14	 22	 37	 53	 64	 52
13	 15	 20	 27	 47	 81	 74	 57
16	 20	 34	 52	 63	 101	 96	 71
22	 32	 51	 59	 75	 97	 105	 85
45	 59	 72	 81	 96	 112	 112	 94
67	 85	 88	 91	 104	 93	 96	 92
15	 16	 22	 43	 92	 92	 92	 92
16	 19	 24	 61	 92	 92	 92	 92
22	 24	 52	 92	 92	 92	 92	 92
43	 61	 92	 92	 92	 92	 92	 92
92	 92	 92	 92	 92	 92	 92	 92
92	 92	 92	 92	 92	 92	 92	 92
92	 92	 92	 92	 92	 92	 92	 92
92	 92	 92	 92	 92	 92	 92	 92
