15	 10	 9	 15	 23	 39	 50	 60
11	 11	 13	 18	 25	 57	 59	 54
13	 12	 15	 23	 39	 56	 67	 55
13	 16	 21	 28	 50	 85	 78	 61
17	 21	 36	 55	 67	 107	 101	 75
23	 34	 54	 63	 79	 102	 111	 90
48	 63	 76	 85	 101	 119	 118	 99
70	 90	 93	 96	 110	 98	 101	 97
16	 17	 23	 46	 97	 97	 97	 97
17	 20	 25	 65	 97	 97	 97	 97
23	 25	 55	 97	 97	 97	 97	 97
46	 65	 97	 97	 97	 97	 97	 97
97	 97	 97	 97	 97	 97	 97	 97
97	 97	 97	 97	 97	 97	 97	 97
97	 97	 97	 97	 97	 97	 97	 97
97	 97	 97	 97	 97	 97	 97	 97
