19	 13	 11	 19	 28	 47	 60	 72
14	 14	 16	 22	 30	 69	 71	 65
16	 15	 19	 28	 47	 67	 82	 66
16	 20	 26	 34	 60	 103	 95	 73
21	 26	 44	 66	 80	 129	 122	 91
28	 41	 65	 76	 96	 123	 134	 109
58	 76	 92	 103	 122	 144	 142	 120
85	 109	 113	 116	 133	 119	 122	 117
20	 21	 28	 55	 117	 117	 117	 117
21	 25	 30	 78	 117	 117	 117	 117
28	 30	 66	 117	 117	 117	 117	 117
55	 78	 117	 117	 117	 117	 117	 117
117	 117	 117	 117	 117	 117	 117	 117
117	 117	 117	 117	 117	 117	 117	 117
117	 117	 117	 117	 117	 117	 117	 117
117	 117	 117	 117	 117	 117	 117	 117
