10	 13	 12	 19	 29	 48	 61	 73
14	 14	 17	 23	 31	 70	 72	 66
17	 16	 19	 29	 48	 68	 83	 67
17	 20	 26	 35	 61	 104	 96	 74
22	 26	 44	 67	 82	 131	 124	 92
29	 42	 66	 77	 97	 125	 136	 110
59	 77	 94	 104	 124	 145	 144	 121
86	 110	 114	 118	 134	 120	 124	 119
10	 22	 29	 56	 119	 119	 119	 119
22	 25	 31	 79	 119	 119	 119	 119
29	 31	 67	 119	 119	 119	 119	 119
56	 79	 119	 119	 119	 119	 119	 119
119	 119	 119	 119	 119	 119	 119	 119
119	 119	 119	 119	 119	 119	 119	 119
119	 119	 119	 119	 119	 119	 119	 119
119	 119	 119	 119	 119	 119	 119	 119
