17	 11	 10	 17	 25	 42	 54	 64
12	 12	 14	 20	 27	 61	 63	 58
14	 13	 17	 25	 42	 60	 73	 59
14	 18	 23	 30	 54	 92	 85	 66
19	 23	 39	 59	 72	 116	 109	 82
25	 37	 58	 68	 86	 110	 120	 98
52	 68	 83	 92	 109	 128	 127	 107
76	 98	 101	 104	 119	 106	 109	 105
18	 19	 25	 50	 105	 105	 105	 105
19	 22	 27	 70	 105	 105	 105	 105
25	 27	 59	 105	 105	 105	 105	 105
50	 70	 105	 105	 105	 105	 105	 105
105	 105	 105	 105	 105	 105	 105	 105
105	 105	 105	 105	 105	 105	 105	 105
105	 105	 105	 105	 105	 105	 105	 105
105	 105	 105	 105	 105	 105	 105	 105
