31	 21	 19	 31	 46	 77	 99	 118
23	 23	 27	 36	 50	 112	 116	 107
27	 25	 31	 46	 77	 110	 134	 109
27	 33	 42	 56	 99	 169	 155	 120
35	 42	 72	 109	 132	 212	 200	 149
46	 68	 107	 124	 157	 202	 220	 179
95	 124	 151	 169	 200	 235	 233	 196
140	 179	 184	 190	 218	 194	 200	 192
33	 35	 46	 91	 192	 192	 192	 192
35	 40	 50	 128	 192	 192	 192	 192
46	 50	 109	 192	 192	 192	 192	 192
91	 128	 192	 192	 192	 192	 192	 192
192	 192	 192	 192	 192	 192	 192	 192
192	 192	 192	 192	 192	 192	 192	 192
192	 192	 192	 192	 192	 192	 192	 192
192	 192	 192	 192	 192	 192	 192	 192
