28	 19	 17	 28	 42	 71	 90	 108
21	 21	 24	 33	 46	 102	 106	 97
24	 23	 28	 42	 71	 101	 122	 99
24	 30	 39	 51	 90	 154	 142	 110
31	 39	 65	 99	 120	 193	 182	 136
42	 62	 97	 113	 143	 184	 200	 163
86	 113	 138	 154	 182	 214	 213	 179
127	 163	 168	 173	 198	 177	 182	 175
30	 31	 42	 83	 175	 175	 175	 175
31	 37	 46	 117	 175	 175	 175	 175
42	 46	 99	 175	 175	 175	 175	 175
83	 117	 175	 175	 175	 175	 175	 175
175	 175	 175	 175	 175	 175	 175	 175
175	 175	 175	 175	 175	 175	 175	 175
175	 175	 175	 175	 175	 175	 175	 175
175	 175	 175	 175	 175	 175	 175	 175
