18	 24	 22	 36	 53	 89	 114	 136
27	 27	 31	 42	 58	 129	 134	 122
31	 29	 36	 53	 89	 127	 154	 125
31	 38	 49	 65	 114	 194	 178	 138
40	 49	 82	 125	 151	 243	 229	 171
53	 78	 122	 143	 180	 232	 252	 205
109	 143	 174	 194	 229	 255	 255	 225
160	 205	 212	 218	 249	 223	 229	 220
18	 40	 53	 105	 220	 220	 220	 220
40	 47	 58	 147	 220	 220	 220	 220
53	 58	 125	 220	 220	 220	 220	 220
105	 147	 220	 220	 220	 220	 220	 220
220	 220	 220	 220	 220	 220	 220	 220
220	 220	 220	 220	 220	 220	 220	 220
220	 220	 220	 220	 220	 220	 220	 220
220	 220	 220	 220	 220	 220	 220	 220
