11	 15	 14	 22	 33	 55	 70	 83
16	 16	 19	 26	 35	 79	 82	 75
19	 18	 22	 33	 55	 78	 94	 76
19	 23	 30	 40	 70	 119	 109	 85
25	 30	 50	 76	 93	 149	 140	 105
33	 48	 75	 87	 110	 142	 154	 125
67	 87	 106	 119	 140	 165	 164	 138
98	 125	 130	 134	 153	 136	 140	 135
11	 25	 33	 64	 135	 135	 135	 135
25	 29	 35	 90	 135	 135	 135	 135
33	 35	 76	 135	 135	 135	 135	 135
64	 90	 135	 135	 135	 135	 135	 135
135	 135	 135	 135	 135	 135	 135	 135
135	 135	 135	 135	 135	 135	 135	 135
135	 135	 135	 135	 135	 135	 135	 135
135	 135	 135	 135	 135	 135	 135	 135
