30	 20	 18	 30	 45	 75	 95	 114
22	 22	 26	 35	 48	 108	 112	 103
26	 24	 30	 45	 75	 106	 129	 105
26	 31	 41	 54	 95	 163	 150	 116
33	 41	 69	 105	 127	 204	 193	 144
45	 65	 103	 120	 151	 195	 212	 172
91	 120	 146	 163	 193	 227	 225	 189
135	 172	 178	 183	 210	 187	 193	 185
31	 33	 45	 88	 185	 185	 185	 185
33	 39	 48	 123	 185	 185	 185	 185
45	 48	 105	 185	 185	 185	 185	 185
88	 123	 185	 185	 185	 185	 185	 185
185	 185	 185	 185	 185	 185	 185	 185
185	 185	 185	 185	 185	 185	 185	 185
185	 185	 185	 185	 185	 185	 185	 185
185	 185	 185	 185	 185	 185	 185	 185
