15	 10	 9	 15	 22	 37	 48	 57
11	 11	 13	 17	 24	 54	 56	 51
13	 12	 15	 22	 37	 53	 65	 52
13	 16	 20	 27	 48	 82	 75	 58
17	 20	 34	 52	 64	 103	 97	 72
22	 33	 51	 60	 76	 98	 106	 86
46	 60	 73	 82	 97	 114	 113	 95
68	 86	 89	 92	 105	 94	 97	 93
16	 17	 22	 44	 93	 93	 93	 93
17	 19	 24	 62	 93	 93	 93	 93
22	 24	 52	 93	 93	 93	 93	 93
44	 62	 93	 93	 93	 93	 93	 93
93	 93	 93	 93	 93	 93	 93	 93
93	 93	 93	 93	 93	 93	 93	 93
93	 93	 93	 93	 93	 93	 93	 93
93	 93	 93	 93	 93	 93	 93	 93
