3	 2	 2	 3	 5	 8	 10	 12
2	 2	 3	 4	 5	 12	 12	 11
3	 3	 3	 5	 8	 12	 14	 11
3	 3	 4	 6	 10	 18	 16	 13
4	 4	 8	 11	 14	 22	 21	 16
5	 7	 11	 13	 16	 21	 23	 19
10	 13	 16	 18	 21	 25	 24	 21
15	 19	 19	 20	 23	 20	 21	 20
3	 4	 5	 10	 20	 20	 20	 20
4	 4	 5	 13	 20	 20	 20	 20
5	 5	 11	 20	 20	 20	 20	 20
10	 13	 20	 20	 20	 20	 20	 20
20	 20	 20	 20	 20	 20	 20	 20
20	 20	 20	 20	 20	 20	 20	 20
20	 20	 20	 20	 20	 20	 20	 20
20	 20	 20	 20	 20	 20	 20	 20
