10	 13	 12	 19	 29	 48	 61	 73
14	 14	 17	 23	 31	 69	 71	 66
17	 15	 19	 29	 48	 68	 82	 67
17	 20	 26	 35	 61	 104	 95	 74
21	 26	 44	 67	 81	 130	 123	 92
29	 42	 66	 76	 97	 124	 135	 110
58	 76	 93	 104	 123	 144	 143	 120
86	 110	 113	 117	 133	 119	 123	 118
10	 21	 29	 56	 118	 118	 118	 118
21	 25	 31	 79	 118	 118	 118	 118
29	 31	 67	 118	 118	 118	 118	 118
56	 79	 118	 118	 118	 118	 118	 118
118	 118	 118	 118	 118	 118	 118	 118
118	 118	 118	 118	 118	 118	 118	 118
118	 118	 118	 118	 118	 118	 118	 118
118	 118	 118	 118	 118	 118	 118	 118
