17	 23	 21	 33	 50	 83	 105	 126
25	 25	 29	 39	 54	 120	 124	 113
29	 27	 33	 50	 83	 118	 142	 116
29	 35	 45	 60	 105	 179	 165	 128
37	 45	 76	 116	 140	 225	 212	 159
50	 72	 113	 132	 167	 215	 233	 190
101	 132	 161	 179	 212	 250	 248	 208
149	 190	 196	 202	 231	 206	 212	 204
17	 37	 50	 97	 204	 204	 204	 204
37	 43	 54	 136	 204	 204	 204	 204
50	 54	 116	 204	 204	 204	 204	 204
97	 136	 204	 204	 204	 204	 204	 204
204	 204	 204	 204	 204	 204	 204	 204
204	 204	 204	 204	 204	 204	 204	 204
204	 204	 204	 204	 204	 204	 204	 204
204	 204	 204	 204	 204	 204	 204	 204
