20	 14	 12	 20	 30	 51	 65	 78
15	 15	 18	 24	 33	 74	 77	 70
18	 16	 20	 30	 51	 73	 88	 72
18	 21	 28	 37	 65	 111	 102	 79
23	 28	 47	 72	 87	 140	 132	 99
30	 45	 70	 82	 104	 133	 145	 118
63	 82	 100	 111	 132	 155	 154	 129
92	 118	 122	 126	 144	 128	 132	 127
21	 23	 30	 60	 127	 127	 127	 127
23	 27	 33	 84	 127	 127	 127	 127
30	 33	 72	 127	 127	 127	 127	 127
60	 84	 127	 127	 127	 127	 127	 127
127	 127	 127	 127	 127	 127	 127	 127
127	 127	 127	 127	 127	 127	 127	 127
127	 127	 127	 127	 127	 127	 127	 127
127	 127	 127	 127	 127	 127	 127	 127
