20	 13	 12	 20	 30	 50	 64	 77
15	 15	 17	 24	 32	 73	 75	 69
17	 16	 20	 30	 50	 72	 87	 70
17	 21	 27	 36	 64	 110	 101	 78
22	 27	 46	 70	 86	 137	 130	 97
30	 44	 69	 81	 102	 131	 143	 116
62	 81	 98	 110	 130	 153	 151	 127
91	 116	 120	 124	 141	 126	 130	 125
21	 22	 30	 59	 125	 125	 125	 125
22	 26	 32	 83	 125	 125	 125	 125
30	 32	 70	 125	 125	 125	 125	 125
59	 83	 125	 125	 125	 125	 125	 125
125	 125	 125	 125	 125	 125	 125	 125
125	 125	 125	 125	 125	 125	 125	 125
125	 125	 125	 125	 125	 125	 125	 125
125	 125	 125	 125	 125	 125	 125	 125
