16	 11	 10	 16	 25	 42	 53	 64
12	 12	 14	 19	 27	 60	 63	 57
14	 13	 16	 25	 42	 59	 72	 58
14	 17	 23	 30	 53	 91	 84	 65
18	 23	 38	 58	 71	 114	 108	 80
25	 36	 57	 67	 85	 109	 118	 96
51	 67	 81	 91	 108	 127	 126	 106
75	 96	 99	 102	 117	 105	 108	 103
17	 18	 25	 49	 103	 103	 103	 103
18	 22	 27	 69	 103	 103	 103	 103
25	 27	 58	 103	 103	 103	 103	 103
49	 69	 103	 103	 103	 103	 103	 103
103	 103	 103	 103	 103	 103	 103	 103
103	 103	 103	 103	 103	 103	 103	 103
103	 103	 103	 103	 103	 103	 103	 103
103	 103	 103	 103	 103	 103	 103	 103
