28	 19	 17	 28	 43	 71	 91	 109
21	 21	 25	 34	 46	 104	 107	 98
25	 23	 28	 43	 71	 102	 123	 100
25	 30	 39	 52	 91	 156	 143	 111
32	 39	 66	 100	 122	 195	 184	 138
43	 62	 98	 114	 145	 186	 202	 165
87	 114	 140	 156	 184	 217	 215	 181
129	 165	 170	 175	 201	 179	 184	 177
30	 32	 43	 84	 177	 177	 177	 177
32	 37	 46	 118	 177	 177	 177	 177
43	 46	 100	 177	 177	 177	 177	 177
84	 118	 177	 177	 177	 177	 177	 177
177	 177	 177	 177	 177	 177	 177	 177
177	 177	 177	 177	 177	 177	 177	 177
177	 177	 177	 177	 177	 177	 177	 177
177	 177	 177	 177	 177	 177	 177	 177
