7	 5	 4	 7	 11	 18	 22	 27
5	 5	 6	 8	 11	 26	 26	 24
6	 6	 7	 11	 18	 25	 30	 25
6	 7	 10	 13	 22	 38	 35	 27
8	 10	 16	 25	 30	 48	 45	 34
11	 15	 24	 28	 36	 46	 50	 40
22	 28	 34	 38	 45	 53	 53	 44
32	 40	 42	 43	 49	 44	 45	 44
7	 8	 11	 21	 44	 44	 44	 44
8	 9	 11	 29	 44	 44	 44	 44
11	 11	 25	 44	 44	 44	 44	 44
21	 29	 44	 44	 44	 44	 44	 44
44	 44	 44	 44	 44	 44	 44	 44
44	 44	 44	 44	 44	 44	 44	 44
44	 44	 44	 44	 44	 44	 44	 44
44	 44	 44	 44	 44	 44	 44	 44
