18	 12	 11	 18	 28	 47	 59	 71
14	 14	 16	 22	 30	 68	 70	 64
16	 15	 18	 28	 47	 67	 81	 65
16	 19	 25	 34	 59	 102	 94	 72
21	 25	 43	 65	 79	 128	 121	 90
28	 41	 64	 75	 95	 122	 132	 108
57	 75	 91	 102	 121	 142	 141	 118
84	 108	 111	 115	 131	 117	 121	 116
19	 21	 28	 55	 116	 116	 116	 116
21	 24	 30	 77	 116	 116	 116	 116
28	 30	 65	 116	 116	 116	 116	 116
55	 77	 116	 116	 116	 116	 116	 116
116	 116	 116	 116	 116	 116	 116	 116
116	 116	 116	 116	 116	 116	 116	 116
116	 116	 116	 116	 116	 116	 116	 116
116	 116	 116	 116	 116	 116	 116	 116
