12	 16	 15	 24	 35	 59	 75	 90
18	 18	 21	 28	 38	 86	 89	 81
21	 19	 24	 35	 59	 84	 102	 83
21	 25	 32	 43	 75	 128	 118	 92
27	 32	 55	 83	 100	 161	 152	 114
35	 52	 81	 95	 120	 154	 167	 136
72	 95	 115	 128	 152	 179	 177	 149
106	 136	 140	 145	 165	 148	 152	 146
12	 27	 35	 69	 146	 146	 146	 146
27	 31	 38	 97	 146	 146	 146	 146
35	 38	 83	 146	 146	 146	 146	 146
69	 97	 146	 146	 146	 146	 146	 146
146	 146	 146	 146	 146	 146	 146	 146
146	 146	 146	 146	 146	 146	 146	 146
146	 146	 146	 146	 146	 146	 146	 146
146	 146	 146	 146	 146	 146	 146	 146
