15	 10	 9	 15	 23	 38	 49	 58
11	 11	 13	 18	 25	 55	 57	 53
13	 12	 15	 23	 38	 54	 66	 54
13	 16	 21	 27	 49	 83	 77	 59
17	 21	 35	 54	 65	 105	 99	 74
23	 33	 53	 61	 78	 100	 109	 88
47	 61	 75	 83	 99	 116	 115	 97
69	 88	 91	 94	 108	 96	 99	 95
16	 17	 23	 45	 95	 95	 95	 95
17	 20	 25	 63	 95	 95	 95	 95
23	 25	 54	 95	 95	 95	 95	 95
45	 63	 95	 95	 95	 95	 95	 95
95	 95	 95	 95	 95	 95	 95	 95
95	 95	 95	 95	 95	 95	 95	 95
95	 95	 95	 95	 95	 95	 95	 95
95	 95	 95	 95	 95	 95	 95	 95
